Time (s),Channel 3 (V)
0.002218612407466159,-0.03921888737165487
0.002218637407466159,-0.06008334858858118
0.002218662407466159,-0.02357054145903868
0.002218687407466159,-0.01835442615463864
0.002218712407466159,-0.049651117980028
0.002218737407466159,-0.04443500267586278
0.002218762407466159,-0.01835442615456748
0.002218787407466159,-0.03400277206726215
0.002218812407466159,-0.02357054145885841
0.002218837407466159,-0.02357054145883944
0.002218862407466159,-0.04443500267576553
0.002218887407466159,0.002510035062133271
0.002218912407466159,-0.03921888737150306
0.002218937407466159,-0.01835442615457697
0.002218962407466159,-0.03400277206721235
0.002218987407466159,-0.0235705414588086
0.002219012407466159,-0.03921888737150306
0.002219037407466159,-0.02878665676307559
0.002219062407466159,-0.0340027720672503
0.002219087407466159,-0.007922195546092574
0.002219112407466159,-0.03921888737137023
0.002219137407466159,-0.0131383108502483
0.002219162407466159,-0.0131383108502483
0.002219187407466159,-0.01835442615443939
0.002219212407466159,-0.007922195546004809
0.002219237407466159,-0.0287866567629309
0.002219262407466159,-0.007922195546085458
0.002219287407466159,-0.02357054145877065
0.002219312407466159,-0.01835442615453901
0.002219337407466159,-0.04443500267566827
0.002219362407466159,-0.01835442615451055
0.002219387407466159,-0.01835442615451055
0.002219412407466159,0.002510035062339635
0.002219437407466159,-0.03400277206728113
0.002219462407466159,-0.007922195546151874
0.002219487407466159,-0.01313831085022221
0.002219512407466159,-0.007922195545990576
0.002219537407466159,0.002510035062467724
0.002219562407466159,-0.01835442615448683
0.002219587407466159,-0.01313831085025542
0.002219612407466159,-0.002706080241804234
0.002219637407466159,-0.007922195546049877
0.002219662407466159,-0.02357054145874456
0.002219687407466159,-0.02357054145877302
0.002219712407466159,-0.01313831085011547
0.002219737407466159,0.0233744962794887
0.002219762407466159,-0.007922195545715424
0.002219787407466159,-0.01313831085027677
0.002219812407466159,-0.02357054145873981
0.002219837407466159,-0.007922195545625286
0.002219862407466159,0.0338067268880063
0.002219887407466159,-0.01313831085007752
0.002219912407466159,-0.01313831085032895
0.002219937407466159,-0.0235705414587066
0.002219962407466159,0.01294226567091417
0.002219987407466159,-0.002706080241837442
