Frequency (Hz),Channel 1 Magnitude (dB),Channel 1 Phase (deg)
9893.879999999999,-48.36920930732632,9.51814649203061
9917.870000000001,-45.49989150010775,-82.17198143995478
9941.860000000001,-41.77826410431134,-168.713087112215
9965.85,-37.52083481083763,118.0098454324271
9989.84,-39.18937608655818,33.99911328338879
10013.83,-17.19591351989358,74.23580073186724
10037.82,-4.516464996211333,-73.49373991003364
10061.81,-0.1273538421595506,130.1866705080972
10085.8,0.1796966926013642,-31.77780493443262
10109.79,0.3247437771958546,170.6108142028409
10133.78,0.4389983979358221,13.5346386142735
10157.77,0.02921522201967035,-147.3880635992917
10181.76,0.3770765438848207,56.15579952493499
10205.75,0.1201235662129131,-104.628565171394
10229.74,0.1245091542964149,97.46132880943242
10253.73,0.3349417781754376,-59.9498006595621
10277.72,-0.05875542125602929,139.5617325441653
10301.71,0.2849428946116255,-19.19427009028502
10325.7,0.02570624130159896,-177.5818317068314
10349.69,0.03067442573206738,24.22852886999815
10373.68,0.2096340722115068,-133.1026258258232
10397.67,-0.1549265131631413,66.21685192775814
10421.66,0.202809367490382,-90.2236003971941
10445.65,-0.1134826629211622,109.6540114822462
10469.64,-0.01394611719687479,-48.58581187444683
10493.63,0.06818538741110504,153.2901304811538
10517.62,-0.2316800185624237,-6.918624370233744
10541.61,0.1317020549012139,-163.2459334315654
10565.6,-0.2543445445196605,35.76690073242619
10589.59,-0.03902897072321222,-121.027777637967
10613.58,-0.1041676536223426,79.88088240210766
10637.57,-0.2644331268586275,-80.54262004292696
10661.56,0.02928357450817187,123.5423911094848
10685.55,-0.3907054685086646,-37.5663085583455
10709.54,-0.05111831052967213,165.8878671210576
10733.53,-0.2958161053983009,5.970089009165556
10757.52,-0.2734365502013043,-152.4859204331071
10781.51,-0.1311805159420017,49.85705882249739
10805.5,-0.4645368788289834,-110.8352959639206
10829.49,-0.09495989627582097,92.76185940375348
10853.48,-0.4659215852144821,-68.08150945524243
10877.47,-0.2478041156128032,135.1350201584596
10901.46,-0.320335718695704,-23.9630575857453
10925.45,-0.4740018608575461,176.1950395167548
10949.44,-0.1924416047873766,19.69080540889887
10973.43,-0.594749130067079,-141.8609141365329
10997.42,-0.2301185533478823,62.35457122703792
11021.41,-0.5318282405021584,-99.71345295460915
11045.4,-0.4364484357786046,104.1397845814758
11069.39,-0.3640882361296446,-54.27358792133555
11093.38,-0.6477972422221939,145.7253854841555
11117.37,-0.2837803231153664,-11.20447842157526
11141.36,-0.7041717215518188,-172.0128360312287
11165.35,-0.3951553168901462,32.38906046577469
11189.34,-0.5775638222921565,-127.2759339858943
11213.33,-0.6229202720091482,73.98661378829345
11237.32,-0.4222630088345911,-83.10477668856245
11261.31,-0.7915748858945991,115.8660021245618
11285.3,-0.3941136143364281,-40.01234537329162
11309.29,-0.7762578721579289,158.8668980261614
11333.28,-0.5579042367271205,1.660847173253934
11357.27,-0.6266257199407783,-157.1911436686695
11381.26,-0.7823481823847207,43.30142149989049
11405.25,-0.4984159275048711,-114.0145702529891
11429.24,-0.9052127165066138,84.25892609860807
11453.23,-0.5206163862137541,-71.75894091192035
11477.22,-0.8409011642847266,128.4243371733167
11501.21,-0.706893973933636,-28.961218098815
11525.2,-0.6844110609370625,172.5439392163135
11549.19,-0.9376466441976947,12.39465470582817
11573.18,-0.5766330112383976,-143.9006908774828
11597.17,-1.017387455717144,54.86463962290424
11621.16,-0.6536994211650987,-101.5153549035312
11645.15,-0.9190296714940981,98.55178153808708
11669.14,-0.872469128897746,-60.06816214886914
11693.13,-0.7572592397751253,141.9868606972233
11717.12,-1.075433495613619,-18.2821508374646
11741.11,-0.6745367159593361,-174.1650014808561
11765.1,-1.109728248741132,24.33597905218719
11789.09,-0.7860751622944823,-132.3158177137587
11813.08,-0.9837016086868171,67.88354403346011
11837.07,-1.021593867075013,-90.77696976190549
11861.06,-0.8174390974666315,112.120211257444
11885.05,-1.194625079297087,-49.98263847323418
11909.04,-0.7694887948490937,155.1165595349587
11933.03,-1.197972485807975,-5.991054889405177
11957.02,-0.9294924036371897,-162.7295021969711
11981.01,-1.049068355930563,37.93362580973343
12005,-1.158559347332887,-121.4542107812968
12028.99,-0.8964306797432056,81.64738353595662
12052.98,-1.304220934349234,-80.1787860151358
12076.97,-0.8933035516608525,124.4349914480924
12100.96,-1.284065618087212,-39.04157033518397
12124.95,-1.068653169225567,166.3731517488478
12148.94,-1.116652678082797,7.175388111125024
12172.93,-1.29536668315146,-152.2411493507845
12196.92,-0.9759517390910932,51.37539078454332
12220.91,-1.432177956065803,-110.9977766547922
12244.9,-1.009452296619558,92.89008707182643
12268.89,-1.374669140887875,-67.01906161319641
12292.88,-1.203301492139589,135.5962520158867
12316.87,-1.193961029227832,-22.86832254130633
12340.86,-1.433508742359682,177.02085846979
12364.85,-1.084314030627617,18.97161119856881
12388.84,-1.540339359645405,-141.6840078020055
12412.83,-1.127216829665823,63.19695061965911
12436.82,-1.454306840459672,-97.35048604478924
12460.81,-1.333909607057246,103.551795468179
12484.8,-1.274254640778598,-53.08419856753879
12508.79,-1.567767629168603,146.4547088225701
12532.78,-1.170858122682837,-9.518967373887548
12556.77,-1.648078398571241,-171.5063819620453
12580.76,-1.257803242915772,32.75130636601679
12604.75,-1.549110053266174,-127.5997082980382
12628.74,-1.4728573195723,74.26040456193297
12652.73,-1.362835860857488,-83.59773232970068
12676.72,-1.678490305006661,113.6864391457125
12700.71,-1.27778838724282,-40.11646125673606
12724.7,-1.757467458595695,157.8383189256289
12748.69,-1.385517077712108,1.936126537853301
12772.68,-1.633966694719874,-157.9013451593788
12796.67,-1.614549413471704,43.66237318978773
12820.66,-1.462794014904767,-114.0271155340699
12844.65,-1.82365455590773,84.95199592652824
12868.64,-1.387969770146659,-70.45266391680633
12892.63,-1.858646115115976,127.4813131439139
12916.62,-1.525364220041639,-28.45831820996814
12940.61,-1.741261582616126,171.0613597918839
12964.6,-1.764828330182211,12.85286893326287
12988.59,-1.559462155022167,-144.3956151891184
13012.58,-1.961385071658444,54.31685407245347
13036.57,-1.507234912870783,-101.8777239283882
13060.56,-1.980606457467286,98.24154302268879
13084.55,-1.655333413431996,-58.04924644246506
13108.54,-1.834345722354163,141.9770955748281
13132.53,-1.909821409333258,-16.89490587787601
13156.52,-1.666864529736609,-174.3159557859165
13180.51,-2.099770568528041,23.58752529338619
13204.5,-1.632258999027802,-130.6475952857609
13228.49,-2.085620959405388,67.64120354845919
13252.48,-1.792809943817335,-90.75208970299281
13276.47,-1.934083403747295,111.7097330858887
13300.46,-2.054321850222361,-48.1230610182314
13324.45,-1.780069266182255,155.8528829703163
13348.44,-2.224266843692849,-5.81338271725431
13372.43,-1.755236299522425,-161.9698358175515
13396.42,-2.205626261737631,34.72095691896278
13420.41,-1.933695105371936,-119.4885930829556
13444.4,-2.052116508961657,80.93755979023354
13468.39,-2.214112753437284,-78.34018528939851
13492.38,-1.899918431221801,123.7922097599004
13516.37,-2.368517674520579,-36.56797363893403
13540.36,-1.894810949101102,168.0743458594446
13564.35,-2.333483665657353,6.553811233392409
13588.34,-2.106064352246027,-150.9338448899796
13612.33,-2.152826304812103,50.93923585342309
13636.32,-2.338214705866277,-112.8459555144462
13660.31,-2.001227881242934,94.72562524084778
13684.3,-2.498161568958433,-67.05305597664334
13708.29,-2.027323639114392,137.5738608851758
13732.28,-2.458206985597306,-23.74160111075998
13756.27,-2.234484903649403,179.1984813213463
13780.26,-2.275378687946286,20.47573597566358
13804.25,-2.502111065992272,-139.4588725167868
13828.24,-2.132048139794786,63.92513299654031
13852.23,-2.6469876353922,-97.78595134702334
13876.22,-2.180089097750343,106.6582499454651
13900.21,-2.584701921528894,-54.62475553939014
13924.2,-2.396425944032212,148.2602018984031
13948.19,-2.399760077007642,-10.01486076017584
13972.18,-2.644186210618502,-170.3075777452896
13996.17,-2.268076109146298,33.90622024520985
14020.16,-2.776202437023981,-128.8307994305601
14044.15,-2.322793984983428,76.24541184059018
14068.14,-2.719948545636469,-87.61061208764369
14092.13,-2.550428623404193,118.0648388814545
14116.12,-2.517866648008826,-40.68729315505138
14140.11,-2.803274108814767,157.8991522483063
14164.1,-2.392080144645316,3.065348252437943
14188.09,-2.927334513622598,-159.4864994877528
14212.08,-2.463688580280166,45.96879590280444
14236.07,-2.831012409230307,-115.0905413621269
14260.06,-2.702588690828978,87.36313853059971
14284.05,-2.648879478052386,-70.9775654228273
14308.04,-2.956827797773214,127.9644128962113
14332.03,-2.528997867650912,-27.17719032428792
14356.02,-3.054855235440553,169.9925742295653
14380.01,-2.601305705588195,15.44394729457605
14404,-2.970181468004947,-145.4846899279355
14427.99,-2.849495833423385,56.82654415474205
14451.98,-2.778489520683011,-101.2059840088928
14475.97,-3.102585597770029,97.97176965028913
14499.96,-2.662177701401729,-57.71069104746311
14523.95,-3.20474413235516,138.2381186351261
14547.94,-2.741815630040852,-15.31881087269318
14571.93,-3.098073817986487,-176.2405295490062
14595.92,-2.994738169095876,25.92415676388694
14619.91,-2.897508697939736,-131.7174222026372
14643.9,-3.254104418959342,66.31458546579215
