Time (s),Channel 3 (V)
-9.79994438559322e-05,3.34193706800064
-9.79744438559322e-05,3.310009638744241
-9.79494438559322e-05,3.331294591581841
-9.79244438559322e-05,3.299367162325442
-9.78994438559322e-05,3.310009638744241
-9.78744438559322e-05,3.320652115163041
-9.78494438559322e-05,3.320652115163031
-9.78244438559322e-05,3.299367162325432
-9.779944385593221e-05,3.278082209487853
-9.777444385593221e-05,3.310009638744227
-9.774944385593221e-05,3.320652115163041
-9.772444385593221e-05,3.299367162325442
-9.769944385593221e-05,3.299367162325442
-9.767444385593221e-05,3.320652115163041
-9.764944385593221e-05,3.310009638744241
-9.76244438559322e-05,3.352579544419439
-9.75994438559322e-05,3.288724685906642
-9.75744438559322e-05,3.288724685906642
-9.75494438559322e-05,3.299367162325442
-9.75244438559322e-05,3.331294591581841
-9.74994438559322e-05,3.331294591581841
-9.74744438559322e-05,3.267439733069044
-9.74494438559322e-05,3.299367162325442
-9.74244438559322e-05,3.331294591581841
-9.73994438559322e-05,3.310009638744241
-9.73744438559322e-05,3.299367162325442
-9.73494438559322e-05,3.310009638744241
-9.73244438559322e-05,3.320652115163041
-9.72994438559322e-05,3.35257954441942
-9.72744438559322e-05,3.310009638744232
-9.724944385593221e-05,3.288724685906652
-9.722444385593221e-05,3.299367162325437
-9.719944385593221e-05,3.320652115163041
-9.717444385593221e-05,3.320652115163041
-9.714944385593221e-05,3.288724685906642
-9.712444385593221e-05,3.310009638744241
-9.709944385593221e-05,3.310009638744241
-9.707444385593221e-05,3.299367162325442
-9.70494438559322e-05,3.299367162325442
-9.70244438559322e-05,3.299367162325442
-9.69994438559322e-05,3.299367162325442
-9.69744438559322e-05,3.320652115163041
-9.69494438559322e-05,3.288724685906642
-9.69244438559322e-05,3.310009638744241
-9.68994438559322e-05,3.288724685906642
-9.68744438559322e-05,3.310009638744241
-9.68494438559322e-05,3.310009638744241
-9.68244438559322e-05,3.267439733069044
-9.67994438559322e-05,3.310009638744241
-9.67744438559322e-05,3.299367162325442
-9.67494438559322e-05,3.288724685906642
-9.67244438559322e-05,3.310009638744241
-9.669944385593221e-05,3.310009638744241
-9.667444385593221e-05,3.310009638744241
-9.664944385593221e-05,3.331294591581841
-9.662444385593221e-05,3.278082209487843
-9.659944385593221e-05,3.320652115163041
-9.657444385593221e-05,3.299367162325442
-9.654944385593221e-05,3.299367162325442
-9.652444385593221e-05,3.299367162325442
-9.64994438559322e-05,3.288724685906642
-9.64744438559322e-05,3.288724685906642
-9.64494438559322e-05,3.320652115163041
-9.64244438559322e-05,3.310009638744241
-9.63994438559322e-05,3.299367162325442
-9.63744438559322e-05,3.320652115163041
-9.63494438559322e-05,3.310009638744241
-9.63244438559322e-05,3.331294591581841
-9.62994438559322e-05,3.288724685906642
-9.62744438559322e-05,3.310009638744241
-9.62494438559322e-05,3.299367162325442
-9.62244438559322e-05,3.320652115163041
-9.61994438559322e-05,3.299367162325442
-9.61744438559322e-05,3.278082209487858
-9.61494438559322e-05,3.310009638744251
-9.612444385593221e-05,3.331294591581831
-9.609944385593221e-05,3.299367162325457
-9.607444385593221e-05,3.288724685906642
-9.604944385593221e-05,3.299367162325442
-9.602444385593221e-05,3.310009638744241
-9.599944385593221e-05,3.34193706800064
-9.597444385593221e-05,3.278082209487843
-9.59494438559322e-05,3.299367162325442
-9.59244438559322e-05,3.299367162325442
-9.58994438559322e-05,3.310009638744241
-9.58744438559322e-05,3.310009638744241
-9.58494438559322e-05,3.278082209487843
-9.58244438559322e-05,3.288724685906642
-9.57994438559322e-05,3.331294591581841
-9.57744438559322e-05,3.320652115163041
-9.57494438559322e-05,3.299367162325442
-9.57244438559322e-05,3.288724685906642
-9.56994438559322e-05,3.310009638744241
-9.56744438559322e-05,3.34193706800064
-9.56494438559322e-05,3.299367162325442
-9.56244438559322e-05,3.299367162325427
-9.55994438559322e-05,3.267439733069068
-9.557444385593221e-05,3.320652115163017
-9.554944385593221e-05,3.310009638744246
-9.552444385593221e-05,3.278082209487843
-9.549944385593221e-05,3.278082209487843
-9.547444385593221e-05,3.320652115163041
-9.544944385593221e-05,3.310009638744241
-9.542444385593221e-05,3.331294591581841
-9.539944385593221e-05,3.278082209487843
-9.53744438559322e-05,3.288724685906642
-9.53494438559322e-05,3.331294591581841
-9.53244438559322e-05,3.299367162325442
-9.52994438559322e-05,3.288724685906642
-9.52744438559322e-05,3.267439733069044
-9.52494438559322e-05,3.310009638744241
-9.52244438559322e-05,3.320652115163041
-9.51994438559322e-05,3.288724685906642
-9.51744438559322e-05,3.288724685906642
-9.51494438559322e-05,3.320652115163041
-9.51244438559322e-05,3.310009638744241
-9.50994438559322e-05,3.331294591581841
-9.50744438559322e-05,3.278082209487843
-9.50494438559322e-05,3.288724685906662
-9.502444385593221e-05,3.331294591581821
-9.499944385593221e-05,3.310009638744251
-9.497444385593221e-05,3.310009638744241
-9.494944385593221e-05,3.278082209487843
-9.492444385593221e-05,3.299367162325442
-9.489944385593221e-05,3.299367162325442
-9.487444385593221e-05,3.299367162325442
-9.484944385593221e-05,3.299367162325442
-9.48244438559322e-05,3.331294591581841
-9.47994438559322e-05,3.320652115163041
-9.47744438559322e-05,3.320652115163041
-9.47494438559322e-05,3.288724685906642
-9.47244438559322e-05,3.288724685906642
-9.46994438559322e-05,3.320652115163041
-9.46744438559322e-05,3.299367162325442
-9.46494438559322e-05,3.320652115163041
-9.46244438559322e-05,3.278082209487843
-9.45994438559322e-05,3.299367162325442
-9.45744438559322e-05,3.278082209487843
-9.45494438559322e-05,3.288724685906642
-9.45244438559322e-05,3.299367162325442
-9.44994438559322e-05,3.320652115163036
-9.44744438559322e-05,3.310009638744246
-9.444944385593221e-05,3.320652115163036
-9.442444385593221e-05,3.288724685906642
-9.439944385593221e-05,3.310009638744241
-9.437444385593221e-05,3.320652115163041
-9.434944385593221e-05,3.310009638744241
-9.432444385593221e-05,3.320652115163041
-9.429944385593221e-05,3.278082209487843
-9.42744438559322e-05,3.320652115163041
-9.42494438559322e-05,3.299367162325442
-9.42244438559322e-05,3.288724685906642
-9.41994438559322e-05,3.299367162325442
-9.41744438559322e-05,3.34193706800064
-9.41494438559322e-05,3.310009638744241
-9.41244438559322e-05,3.320652115163041
-9.40994438559322e-05,3.278082209487843
-9.40744438559322e-05,3.299367162325442
-9.40494438559322e-05,3.320652115163041
-9.40244438559322e-05,3.299367162325442
-9.39994438559322e-05,3.310009638744241
-9.39744438559322e-05,3.278082209487843
-9.39494438559322e-05,3.320652115163031
-9.39244438559322e-05,3.299367162325437
-9.389944385593221e-05,3.288724685906647
-9.387444385593221e-05,3.278082209487848
-9.384944385593221e-05,3.320652115163041
-9.382444385593221e-05,3.320652115163041
-9.379944385593221e-05,3.34193706800064
-9.377444385593221e-05,3.278082209487843
-9.374944385593221e-05,3.310009638744241
-9.372444385593221e-05,3.320652115163041
-9.36994438559322e-05,3.320652115163041
-9.36744438559322e-05,3.310009638744241
-9.36494438559322e-05,3.267439733069044
-9.36244438559322e-05,3.310009638744241
-9.35994438559322e-05,3.320652115163041
-9.35744438559322e-05,3.288724685906642
-9.35494438559322e-05,3.288724685906642
-9.35244438559322e-05,3.310009638744241
-9.34994438559322e-05,3.320652115163041
-9.34744438559322e-05,3.320652115163041
-9.34494438559322e-05,3.278082209487843
-9.34244438559322e-05,3.310009638744241
-9.33994438559322e-05,3.310009638744246
-9.33744438559322e-05,3.320652115163041
-9.334944385593221e-05,3.320652115163041
-9.332444385593221e-05,3.267439733069068
-9.329944385593221e-05,3.299367162325442
-9.327444385593221e-05,3.331294591581841
-9.324944385593221e-05,3.320652115163041
-9.322444385593221e-05,3.288724685906642
-9.319944385593221e-05,3.299367162325442
-9.317444385593221e-05,3.320652115163041
-9.31494438559322e-05,3.352579544419439
-9.31244438559322e-05,3.288724685906642
-9.30994438559322e-05,3.278082209487843
-9.30744438559322e-05,3.288724685906642
-9.30494438559322e-05,3.331294591581841
-9.30244438559322e-05,3.320652115163041
-9.29994438559322e-05,3.278082209487843
-9.29744438559322e-05,3.288724685906642
-9.29494438559322e-05,3.310009638744241
-9.29244438559322e-05,3.320652115163041
-9.28994438559322e-05,3.299367162325442
-9.28744438559322e-05,3.299367162325442
-9.28494438559322e-05,3.310009638744241
-9.28244438559322e-05,3.34193706800062
-9.27994438559322e-05,3.299367162325442
-9.277444385593221e-05,3.299367162325442
-9.274944385593221e-05,3.288724685906642
-9.272444385593221e-05,3.320652115163041
-9.269944385593221e-05,3.310009638744241
-9.267444385593221e-05,3.299367162325442
-9.264944385593221e-05,3.288724685906642
-9.262444385593221e-05,3.310009638744241
-9.25994438559322e-05,3.288724685906642
-9.25744438559322e-05,3.299367162325442
-9.25494438559322e-05,3.278082209487843
-9.25244438559322e-05,3.288724685906642
-9.24994438559322e-05,3.320652115163041
-9.24744438559322e-05,3.278082209487843
-9.24494438559322e-05,3.299367162325442
-9.24244438559322e-05,3.288724685906642
-9.23994438559322e-05,3.310009638744241
-9.23744438559322e-05,3.299367162325442
-9.23494438559322e-05,3.278082209487843
-9.23244438559322e-05,3.310009638744241
-9.22994438559322e-05,3.288724685906642
-9.22744438559322e-05,3.299367162325447
-9.22494438559322e-05,3.310009638744237
-9.222444385593221e-05,3.299367162325447
-9.219944385593221e-05,3.288724685906647
-9.217444385593221e-05,3.320652115163041
-9.214944385593221e-05,3.278082209487843
-9.212444385593221e-05,3.310009638744241
-9.209944385593221e-05,3.288724685906642
-9.207444385593221e-05,3.299367162325442
-9.20494438559322e-05,3.288724685906642
-9.20244438559322e-05,3.288724685906642
-9.19994438559322e-05,3.320652115163041
-9.19744438559322e-05,3.320652115163041
-9.19494438559322e-05,3.288724685906642
-9.19244438559322e-05,3.299367162325442
-9.18994438559322e-05,3.299367162325442
-9.18744438559322e-05,3.310009638744241
-9.18494438559322e-05,3.320652115163041
-9.18244438559322e-05,3.278082209487843
-9.17994438559322e-05,3.310009638744241
-9.17744438559322e-05,3.278082209487843
-9.17494438559322e-05,3.299367162325442
-9.17244438559322e-05,3.288724685906642
-9.16994438559322e-05,3.288724685906647
-9.167444385593221e-05,3.299367162325437
-9.164944385593221e-05,3.320652115163031
-9.162444385593221e-05,3.299367162325442
-9.159944385593221e-05,3.299367162325442
-9.157444385593221e-05,3.288724685906642
-9.154944385593221e-05,3.310009638744241
-9.152444385593221e-05,3.331294591581841
-9.149944385593221e-05,3.299367162325442
-9.14744438559322e-05,3.310009638744241
-9.14494438559322e-05,3.256797256650244
-9.14244438559322e-05,3.320652115163041
-9.13994438559322e-05,3.299367162325442
-9.13744438559322e-05,3.278082209487843
-9.13494438559322e-05,3.278082209487843
-9.13244438559322e-05,3.331294591581841
-9.12994438559322e-05,3.310009638744241
-9.12744438559322e-05,3.331294591581841
-9.12494438559322e-05,3.278082209487843
-9.12244438559322e-05,3.288724685906642
-9.11994438559322e-05,3.331294591581841
-9.11744438559322e-05,3.288724685906642
-9.11494438559322e-05,3.299367162325423
-9.112444385593221e-05,3.256797256650263
-9.109944385593221e-05,3.320652115163012
-9.107444385593221e-05,3.299367162325442
-9.104944385593221e-05,3.267439733069044
-9.102444385593221e-05,3.267439733069044
-9.099944385593221e-05,3.331294591581841
-9.097444385593221e-05,3.310009638744241
-9.094944385593221e-05,3.331294591581841
-9.09244438559322e-05,3.256797256650244
-9.08994438559322e-05,3.278082209487843
-9.08744438559322e-05,3.320652115163041
-9.08494438559322e-05,3.299367162325442
-9.08244438559322e-05,3.299367162325442
-9.07994438559322e-05,3.246154780231445
-9.07744438559322e-05,3.299367162325442
-9.07494438559322e-05,3.299367162325442
-9.07244438559322e-05,3.288724685906642
-9.06994438559322e-05,3.288724685906642
-9.06744438559322e-05,3.310009638744241
-9.06494438559322e-05,3.299367162325442
-9.06244438559322e-05,3.320652115163041
-9.05994438559322e-05,3.278082209487843
-9.05744438559322e-05,3.278082209487858
-9.054944385593221e-05,3.310009638744227
-9.052444385593221e-05,3.299367162325447
-9.049944385593221e-05,3.320652115163041
-9.047444385593221e-05,3.256797256650244
-9.044944385593221e-05,3.278082209487843
-9.042444385593221e-05,3.278082209487843
-9.039944385593221e-05,3.288724685906642
-9.03744438559322e-05,3.288724685906642
-9.03494438559322e-05,3.299367162325442
-9.03244438559322e-05,3.299367162325442
-9.02994438559322e-05,3.331294591581841
-9.02744438559322e-05,3.288724685906642
-9.02494438559322e-05,3.278082209487843
-9.02244438559322e-05,3.299367162325442
-9.01994438559322e-05,3.299367162325442
-9.01744438559322e-05,3.310009638744241
-9.01494438559322e-05,3.246154780231445
-9.01244438559322e-05,3.299367162325442
-9.00994438559322e-05,3.278082209487843
-9.00744438559322e-05,3.288724685906642
-9.00494438559322e-05,3.310009638744237
-9.00244438559322e-05,3.299367162325442
-8.999944385593221e-05,3.299367162325442
-8.997444385593221e-05,3.320652115163031
-8.994944385593221e-05,3.288724685906642
-8.992444385593221e-05,3.288724685906642
-8.989944385593221e-05,3.299367162325442
-8.987444385593221e-05,3.299367162325442
-8.984944385593221e-05,3.310009638744241
-8.982444385593221e-05,3.267439733069044
-8.97994438559322e-05,3.288724685906642
-8.97744438559322e-05,3.288724685906642
-8.97494438559322e-05,3.288724685906642
-8.97244438559322e-05,3.288724685906642
-8.96994438559322e-05,3.299367162325442
-8.96744438559322e-05,3.299367162325442
-8.96494438559322e-05,3.320652115163041
-8.96244438559322e-05,3.278082209487843
-8.95994438559322e-05,3.288724685906642
-8.95744438559322e-05,3.288724685906642
-8.95494438559322e-05,3.299367162325442
-8.95244438559322e-05,3.310009638744241
-8.94994438559322e-05,3.267439733069044
-8.94744438559322e-05,3.299367162325447
-8.944944385593221e-05,3.310009638744237
-8.942444385593221e-05,3.288724685906652
-8.939944385593221e-05,3.299367162325442
-8.937444385593221e-05,3.299367162325442
-8.934944385593221e-05,3.320652115163041
-8.932444385593221e-05,3.331294591581841
-8.929944385593221e-05,3.267439733069044
-8.927444385593221e-05,3.288724685906642
-8.92494438559322e-05,3.288724685906642
-8.92244438559322e-05,3.310009638744241
-8.91994438559322e-05,3.288724685906642
-8.91744438559322e-05,3.256797256650244
-8.91494438559322e-05,3.299367162325442
-8.91244438559322e-05,3.310009638744241
-8.90994438559322e-05,3.299367162325442
-8.90744438559322e-05,3.288724685906642
-8.90494438559322e-05,3.288724685906642
-8.90244438559322e-05,3.320652115163041
-8.89994438559322e-05,3.331294591581841
-8.89744438559322e-05,3.278082209487843
-8.89494438559322e-05,3.288724685906642
-8.89244438559322e-05,3.288724685906652
-8.88994438559322e-05,3.310009638744237
-8.887444385593221e-05,3.299367162325447
-8.884944385593221e-05,3.267439733069044
-8.882444385593221e-05,3.288724685906642
-8.879944385593221e-05,3.310009638744241
-8.877444385593221e-05,3.299367162325442
-8.874944385593221e-05,3.288724685906642
-8.872444385593221e-05,3.278082209487843
-8.86994438559322e-05,3.299367162325442
-8.86744438559322e-05,3.34193706800064
-8.86494438559322e-05,3.288724685906642
-8.86244438559322e-05,3.288724685906642
-8.85994438559322e-05,3.278082209487843
-8.85744438559322e-05,3.331294591581841
-8.85494438559322e-05,3.299367162325442
-8.85244438559322e-05,3.278082209487843
-8.84994438559322e-05,3.278082209487843
-8.84744438559322e-05,3.331294591581841
-8.84494438559322e-05,3.299367162325442
-8.84244438559322e-05,3.310009638744241
-8.83994438559322e-05,3.278082209487843
-8.83744438559322e-05,3.288724685906662
-8.83494438559322e-05,3.331294591581821
-8.832444385593221e-05,3.288724685906662
-8.829944385593221e-05,3.288724685906642
-8.827444385593221e-05,3.278082209487843
-8.824944385593221e-05,3.299367162325442
-8.822444385593221e-05,3.288724685906642
-8.819944385593221e-05,3.278082209487843
-8.817444385593221e-05,3.278082209487843
-8.814944385593221e-05,3.299367162325442
-8.81244438559322e-05,3.299367162325442
-8.80994438559322e-05,3.320652115163041
-8.80744438559322e-05,3.278082209487843
-8.80494438559322e-05,3.299367162325442
-8.80244438559322e-05,3.310009638744241
-8.79994438559322e-05,3.299367162325442
-8.79744438559322e-05,3.320652115163041
-8.79494438559322e-05,3.299367162325442
-8.79244438559322e-05,3.299367162325442
-8.78994438559322e-05,3.288724685906642
-8.78744438559322e-05,3.299367162325442
-8.78494438559322e-05,3.299367162325442
-8.78244438559322e-05,3.299367162325432
-8.77994438559322e-05,3.278082209487858
-8.777444385593221e-05,3.310009638744227
-8.774944385593221e-05,3.288724685906652
-8.772444385593221e-05,3.310009638744241
-8.769944385593221e-05,3.331294591581841
-8.767444385593221e-05,3.299367162325442
-8.764944385593221e-05,3.310009638744241
-8.762444385593221e-05,3.288724685906642
-8.759944385593221e-05,3.288724685906642
-8.75744438559322e-05,3.278082209487843
-8.75494438559322e-05,3.288724685906642
-8.75244438559322e-05,3.288724685906642
-8.74994438559322e-05,3.320652115163041
-8.74744438559322e-05,3.299367162325442
-8.74494438559322e-05,3.310009638744241
-8.74244438559322e-05,3.278082209487843
-8.73994438559322e-05,3.288724685906642
-8.73744438559322e-05,3.320652115163041
-8.73494438559322e-05,3.288724685906642
-8.73244438559322e-05,3.288724685906642
-8.72994438559322e-05,3.278082209487843
-8.72744438559322e-05,3.331294591581841
-8.72494438559322e-05,3.278082209487853
-8.72244438559322e-05,3.299367162325437
-8.719944385593221e-05,3.288724685906647
-8.717444385593221e-05,3.331294591581841
-8.714944385593221e-05,3.310009638744241
-8.712444385593221e-05,3.320652115163041
-8.709944385593221e-05,3.278082209487843
-8.707444385593221e-05,3.299367162325442
-8.704944385593221e-05,3.34193706800064
-8.70244438559322e-05,3.299367162325442
-8.69994438559322e-05,3.299367162325442
-8.69744438559322e-05,3.267439733069044
-8.69494438559322e-05,3.320652115163041
-8.69244438559322e-05,3.299367162325442
-8.68994438559322e-05,3.288724685906642
-8.68744438559322e-05,3.288724685906642
-8.68494438559322e-05,3.320652115163041
-8.68244438559322e-05,3.320652115163041
-8.67994438559322e-05,3.310009638744241
-8.67744438559322e-05,3.267439733069044
-8.67494438559322e-05,3.299367162325442
-8.67244438559322e-05,3.34193706800064
-8.66994438559322e-05,3.299367162325442
-8.66744438559322e-05,3.299367162325432
-8.664944385593221e-05,3.278082209487853
-8.662444385593221e-05,3.320652115163021
-8.659944385593221e-05,3.310009638744241
-8.657444385593221e-05,3.288724685906642
-8.654944385593221e-05,3.278082209487843
-8.652444385593221e-05,3.331294591581841
-8.649944385593221e-05,3.310009638744241
-8.647444385593221e-05,3.320652115163041
-8.64494438559322e-05,3.278082209487843
-8.64244438559322e-05,3.278082209487843
-8.63994438559322e-05,3.320652115163041
-8.63744438559322e-05,3.320652115163041
-8.63494438559322e-05,3.310009638744241
-8.63244438559322e-05,3.278082209487843
-8.62994438559322e-05,3.299367162325442
-8.62744438559322e-05,3.299367162325442
-8.62494438559322e-05,3.299367162325442
-8.62244438559322e-05,3.278082209487843
-8.61994438559322e-05,3.299367162325442
-8.61744438559322e-05,3.299367162325442
-8.61494438559322e-05,3.331294591581826
-8.61244438559322e-05,3.299367162325437
-8.609944385593221e-05,3.288724685906647
-8.607444385593221e-05,3.299367162325437
-8.604944385593221e-05,3.310009638744241
-8.602444385593221e-05,3.320652115163041
-8.599944385593221e-05,3.267439733069044
-8.597444385593221e-05,3.299367162325442
-8.594944385593221e-05,3.299367162325442
-8.592444385593221e-05,3.310009638744241
-8.58994438559322e-05,3.299367162325442
-8.58744438559322e-05,3.310009638744241
-8.58494438559322e-05,3.310009638744241
-8.58244438559322e-05,3.34193706800064
-8.57994438559322e-05,3.299367162325442
-8.57744438559322e-05,3.299367162325442
-8.57494438559322e-05,3.299367162325442
-8.57244438559322e-05,3.320652115163041
-8.56994438559322e-05,3.320652115163041
-8.56744438559322e-05,3.288724685906642
-8.56494438559322e-05,3.310009638744241
-8.56244438559322e-05,3.299367162325442
-8.55994438559322e-05,3.299367162325442
-8.55744438559322e-05,3.320652115163036
-8.554944385593221e-05,3.310009638744246
-8.552444385593221e-05,3.310009638744241
-8.549944385593221e-05,3.320652115163041
-8.547444385593221e-05,3.299367162325442
-8.544944385593221e-05,3.299367162325442
-8.542444385593221e-05,3.299367162325442
-8.539944385593221e-05,3.320652115163041
-8.537444385593221e-05,3.299367162325442
-8.53494438559322e-05,3.288724685906642
-8.53244438559322e-05,3.310009638744241
-8.52994438559322e-05,3.299367162325442
-8.52744438559322e-05,3.288724685906642
-8.52494438559322e-05,3.299367162325442
-8.52244438559322e-05,3.310009638744241
-8.51994438559322e-05,3.320652115163041
-8.51744438559322e-05,3.320652115163041
-8.51494438559322e-05,3.299367162325442
-8.51244438559322e-05,3.310009638744241
-8.50994438559322e-05,3.310009638744241
-8.50744438559322e-05,3.320652115163041
-8.50494438559322e-05,3.288724685906642
-8.50244438559322e-05,3.278082209487858
-8.49994438559322e-05,3.310009638744251
-8.497444385593221e-05,3.331294591581831
-8.494944385593221e-05,3.299367162325457
-8.492444385593221e-05,3.310009638744241
-8.489944385593221e-05,3.299367162325442
-8.487444385593221e-05,3.320652115163041
-8.484944385593221e-05,3.331294591581841
-8.482444385593221e-05,3.278082209487843
-8.47994438559322e-05,3.299367162325442
-8.47744438559322e-05,3.288724685906642
-8.47494438559322e-05,3.320652115163041
-8.47244438559322e-05,3.299367162325442
-8.46994438559322e-05,3.278082209487843
-8.46744438559322e-05,3.299367162325442
-8.46494438559322e-05,3.331294591581841
-8.46244438559322e-05,3.320652115163041
-8.45994438559322e-05,3.278082209487843
-8.45744438559322e-05,3.288724685906642
-8.45494438559322e-05,3.299367162325442
-8.45244438559322e-05,3.34193706800064
-8.44994438559322e-05,3.288724685906642
-8.44744438559322e-05,3.310009638744227
-8.44494438559322e-05,3.278082209487863
-8.442444385593221e-05,3.320652115163021
-8.439944385593221e-05,3.299367162325452
-8.437444385593221e-05,3.278082209487843
-8.434944385593221e-05,3.288724685906642
-8.432444385593221e-05,3.320652115163041
-8.429944385593221e-05,3.320652115163041
-8.427444385593221e-05,3.320652115163041
-8.424944385593221e-05,3.278082209487843
-8.42244438559322e-05,3.288724685906642
-8.41994438559322e-05,3.331294591581841
-8.41744438559322e-05,3.310009638744241
-8.41494438559322e-05,3.310009638744241
-8.41244438559322e-05,3.267439733069044
-8.40994438559322e-05,3.310009638744241
-8.40744438559322e-05,3.310009638744241
-8.40494438559322e-05,3.299367162325442
-8.40244438559322e-05,3.288724685906642
-8.39994438559322e-05,3.331294591581841
-8.39744438559322e-05,3.310009638744241
-8.39494438559322e-05,3.320652115163041
-8.39244438559322e-05,3.278082209487843
-8.38994438559322e-05,3.288724685906657
-8.387444385593221e-05,3.320652115163026
-8.384944385593221e-05,3.320652115163041
-8.382444385593221e-05,3.320652115163041
-8.379944385593221e-05,3.256797256650244
-8.377444385593221e-05,3.320652115163041
-8.374944385593221e-05,3.320652115163041
